0.0 0.0 0.0 0.0 1.0 0.0 1.11022302463e-16
0.001 0.0 0.0 0.0 0.999999957095 0.000292892128828 -4.95177666182e-06
0.002 0.0 0.0 0.0 0.999999828236 0.000585777717601 -1.9807106246e-05
0.003 0.0 0.0 0.0 0.999999612994 0.000878650225571 -4.45659875387e-05
0.004 0.0 0.0 0.0 0.999999310651 0.0011715031106 -7.92284184869e-05
0.005 0.0 0.0 0.0 0.999998920206 0.00146432982846 -0.000123794396154
0.006 0.0 0.0 0.0 0.999998440368 0.00175712383215 -0.000178263916659
0.007 0.0 0.0 0.0 0.99999786956 0.00204987857119 -0.000242636975091
0.008 0.0 0.0 0.0 0.999997205921 0.00234258749093 -0.000316913565418
0.009 0.0 0.0 0.0 0.9999964473 0.00263524403185 -0.000401093680366
0.01 0.0 0.0 0.0 0.999995591262 0.00292784162889 -0.000495177311285
0.011 0.0 0.0 0.0 0.999994635083 0.00322037371073 -0.000599164448
0.012 0.0 0.0 0.0 0.999993575755 0.00351283369907 -0.000713055078641
0.013 0.0 0.0 0.0 0.999992409982 0.00380521500801 -0.000836849189453
0.014 0.0 0.0 0.0 0.999991134182 0.0040975110433 -0.000970546764593
0.015 0.0 0.0 0.0 0.999989744485 0.00438971520165 -0.0011141477859
0.016 0.0 0.0 0.0 0.999988236736 0.00468182087005 -0.00126765223268
0.017 0.0 0.0 0.0 0.999986606494 0.00497382142507 -0.0014310600814
0.018 0.0 0.0 0.0 0.999984849029 0.00526571023219 -0.00160437130545
0.019 0.0 0.0 0.0 0.999982959328 0.00555748064505 -0.00178758587485
0.02 0.0 0.0 0.0 0.999980932087 0.00584912600482 -0.0019807037559
0.021 0.0 0.0 0.0 0.99997876172 0.00614063963946 -0.00218372491089
0.022 0.0 0.0 0.0 0.999976442351 0.00643201486307 -0.00239664929773
0.023 0.0 0.0 0.0 0.99997396782 0.00672324497515 -0.00261947686959
0.024 0.0 0.0 0.0 0.99997133168 0.00701432325995 -0.00285220757451
0.025 0.0 0.0 0.0 0.999968527196 0.00730524298575 -0.00309484135502
0.026 0.0 0.0 0.0 0.999965547348 0.0075959974042 -0.00334737814769
0.027 0.0 0.0 0.0 0.99996238483 0.00788657974959 -0.00360981788271
0.028 0.0 0.0 0.0 0.999959032048 0.00817698323818 -0.00388216048342
0.029 0.0 0.0 0.0 0.999955481124 0.00846720106752 -0.00416440586587
0.03 0.0 0.0 0.0 0.999951723891 0.00875722641574 -0.00445655393829
0.031 0.0 0.0 0.0 0.999947751897 0.00904705244087 -0.00475860460059
0.032 0.0 0.0 0.0 0.999943556405 0.00933667228015 -0.00507055774387
0.033 0.0 0.0 0.0 0.999939128388 0.00962607904936 -0.00539241324981
0.034 0.0 0.0 0.0 0.999934458537 0.00991526584208 -0.00572417099017
0.035 0.0 0.0 0.0 0.999929537254 0.0102042257291 -0.00606583082616
0.036 0.0 0.0 0.0 0.999924354657 0.0104929517575 -0.00641739260789
0.037 0.0 0.0 0.0 0.999918900575 0.0107814369504 -0.00677885617369
0.038 0.0 0.0 0.0 0.999913164553 0.0110696743059 -0.00715022134955
0.039 0.0 0.0 0.0 0.999907135849 0.0113576567963 -0.00753148794841
0.04 0.0 0.0 0.0 0.999900803436 0.0116453773678 -0.00792265576952
0.041 0.0 0.0 0.0 0.999894156 0.0119328289398 -0.00832372459772
0.042 0.0 0.0 0.0 0.999887181941 0.0122200044037 -0.0087346942028
0.043 0.0 0.0 0.0 0.999879869374 0.0125068966228 -0.00915556433869
0.044 0.0 0.0 0.0 0.999872206126 0.0127934984313 -0.00958633474279
0.045 0.0 0.0 0.0 0.999864179742 0.0130798026338 -0.0100270051352
0.046 0.0 0.0 0.0 0.999855777477 0.0133658020043 -0.0104775752178
0.047 0.0 0.0 0.0 0.999846986303 0.0136514892859 -0.0109380446738
0.048 0.0 0.0 0.0 0.999837792905 0.0139368571901 -0.0114084131664
0.049 0.0 0.0 0.0 0.999828183682 0.0142218983958 -0.0118886803387
0.05 0.0 0.0 0.0 0.99981814475 0.0145066055487 -0.012378845812
0.051 0.0 0.0 0.0 0.999807661937 0.0147909712611 -0.0128789091855
0.052 0.0 0.0 0.0 0.999796720785 0.0150749881104 -0.0133888700354
0.053 0.0 0.0 0.0 0.999785306553 0.0153586486392 -0.0139087279137
0.054 0.0 0.0 0.0 0.999773404214 0.0156419453543 -0.0144384823474
0.055 0.0 0.0 0.0 0.999760998454 0.0159248707259 -0.0149781328377
0.056 0.0 0.0 0.0 0.999748073675 0.0162074171871 -0.015527678859
0.057 0.0 0.0 0.0 0.999734613995 0.0164895771333 -0.0160871198578
0.058 0.0 0.0 0.0 0.999720603246 0.0167713429211 -0.0166564552518
0.059 0.0 0.0 0.0 0.999706024975 0.0170527068685 -0.0172356844289
0.06 0.0 0.0 0.0 0.999690862443 0.0173336612531 -0.017824806746
0.061 0.0 0.0 0.0 0.999675098629 0.0176141983125 -0.0184238215283
0.062 0.0 0.0 0.0 0.999658716224 0.0178943102428 -0.0190327280679
0.063 0.0 0.0 0.0 0.999641697638 0.0181739891985 -0.0196515256229
0.064 0.0 0.0 0.0 0.999624024995 0.0184532272916 -0.0202802134162
0.065 0.0 0.0 0.0 0.999605680132 0.0187320165909 -0.0209187906347
0.066 0.0 0.0 0.0 0.999586644607 0.0190103491214 -0.0215672564275
0.067 0.0 0.0 0.0 0.999566899689 0.0192882168639 -0.0222256099055
0.068 0.0 0.0 0.0 0.999546426367 0.0195656117536 -0.0228938501396
