u1 u2 u3 u4 u5 u6 u7 
0.76 0.0701824175542 0.236873504032 0.577595520465 0.104665295282 1.46043823686 1.80155260305
0.77 0.0725712584203 0.24088946043 0.578640588948 0.104340604558 1.47843760286 1.79832568964
0.78 0.0750001001444 0.244873432554 0.579682177211 0.103969310619 1.49640485434 1.79512987935
0.79 0.0774686156616 0.248823982988 0.580719821032 0.103551778425 1.5143403077 1.79196624162
0.8 0.0799764637422 0.252739716042 0.581753059921 0.1030883892 1.53224428984 1.78883580391
0.81 0.0825232894055 0.25661927719 0.582781437281 0.102579539987 1.55011713773 1.78573955248
0.82 0.0851087243292 0.260461352468 0.583804500561 0.102025643221 1.567959198 1.78267843314
0.83 0.0877323872515 0.264264667853 0.584821801411 0.101427126309 1.58577082653 1.77965335209
0.84 0.0903938843672 0.26802798861 0.585832895826 0.10078443121 1.60355238807 1.77666517669
0.85 0.0930928097175 0.271750118611 0.586837344294 0.100098014035 1.62130425585 1.77371473638
0.86 0.0958287455726 0.275429899647 0.587834711931 0.099368344645 1.63902681122 1.77080282351
0.87 0.0986012628071 0.279066210707 0.588824568622 0.0985959062607 1.65672044327 1.76793019429
0.88 0.101409921268 0.282657967254 0.589806489146 0.097781195083 1.67438554846 1.76509756964
0.89 0.104254270138 0.286204120482 0.59078005331 0.0969247199178 1.6920225303 1.76230563619
0.9 0.107133848284 0.289703656564 0.591744846067 0.0960270018112 1.709631799 1.75955504716
0.91 0.11004818461 0.293155595892 0.592700457645 0.0950885736921 1.72721377113 1.75684642332
0.92 0.11299679839 0.296558992315 0.593646483655 0.0941099800227 1.74476886932 1.75418035395
0.93 0.115979199599 0.299912932365 0.594582525212 0.0930917764585 1.76229752192 1.75155739782
0.94 0.118994889241 0.303216534491 0.595508189039 0.0920345295141 1.77980016275 1.74897808409
0.95 0.122043359658 0.306468948285 0.59642308758 0.0909388162387 1.79727723075 1.74644291334
0.96 0.125124094843 0.309669353712 0.597326839099 0.0898052238982 1.81472916974 1.74395235847
0.97 0.128236570734 0.312816960347 0.598219067784 0.0886343496655 1.83215642813 1.74150686568
0.98 0.131380255513 0.31591100661 0.599099403842 0.087426800318 1.84955945867 1.73910685543
0.99 0.134554609884 0.318950759011 0.599967483593 0.0861831919423 1.86693871817 1.73675272334
1.0 0.137759087357 0.321935511401 0.600822949567 0.0849041496461 1.8842946673 1.7344448412
1.01 0.140993134512 0.324864584232 0.601665450585 0.0835903072771 1.90162777032 1.73218355782
1.02 0.144256191262 0.327737323826 0.602494641853 0.0822423071488 1.91893849488 1.72996919999
1.03 0.147547691113 0.330553101654 0.603310185037 0.0808607997724 1.93622731176 1.72780207337
1.04 0.150867061407 0.333311313624 0.604111748351 0.0794464435954 1.95349469474 1.72568246339
1.05 0.154213723563 0.336011379387 0.604899006633 0.0779999047464 1.97074112031 1.72361063614
1.06 0.157587093315 0.338652741652 0.605671641416 0.0765218567858 1.98796706756 1.7215868392
1.07 0.160986580933 0.341234865512 0.606429341007 0.0750129804624 2.00517301796 1.71961130252
1.08 0.164411591451 0.343757237788 0.607171800555 0.0734739634753 2.02235945519 1.71768423925
1.09 0.167861524875 0.346219366387 0.607898722122 0.0719055002411 2.03952686498 1.71580584655
1.1 0.171335776393 0.348620779673 0.608609814742 0.070308291667 2.05667573496 1.71397630641
1.11 0.174833736577 0.350961025855 0.609304794494 0.0686830449283 2.07380655451 1.71219578639
1.12 0.178354791577 0.353239672391 0.609983384557 0.0670304732502 2.09091981461 1.71046444045
1.13 0.181898323311 0.355456305409 0.610645315272 0.0653512956953 2.10801600771 1.70878240963
1.14 0.185463709652 0.357610529139 0.6112903242 0.0636462369545 2.12509562761 1.70714982282
1.15 0.189050324601 0.359701965369 0.611918156174 0.0619160271428 2.14215916937 1.70556679745
1.16 0.192657538463 0.361730252913 0.612528563357 0.0601614015983 2.15920712912 1.7040334402
1.17 0.196284718014 0.363695047098 0.613121305288 0.0583831006858 2.17624000405 1.70254984764
1.18 0.199931226664 0.365596019267 0.613696148936 0.0565818696036 2.19325829225 1.70111610689
1.19 0.203596424614 0.367432856299 0.614252868745 0.0547584581936 2.21026249263 1.69973229625
1.2 0.207279669012 0.369205260149 0.61479124668 0.0529136207552 2.22725310484 1.6983984858
1.21 0.210980314094 0.370912947397 0.615311072269 0.0510481158615 2.24423062922 1.69711473801
1.22 0.214697711339 0.372555648827 0.615812142647 0.0491627061794 2.26119556666 1.69588110826
1.23 0.218431209599 0.374133109012 0.616294262598 0.0472581582917 2.27814841861 1.69469764542
1.24 0.222180155241 0.375645085922 0.616757244587 0.0453352425223 2.29508968694 1.69356439237
1.25 0.225943892276 0.377091350546 0.617200908801 0.0433947327631 2.31201987394 1.69248138648
1.26 0.229721762489 0.378471686534 0.617625083186 0.0414374063045 2.32893948227 1.69144866011
1.27 0.233513105564 0.379785889853 0.618029603473 0.0394640436669 2.34584901484 1.69046624108
1.28 0.237317259203 0.381033768463 0.618414313217 0.0374754284348 2.36274897486 1.68953415305
1.29 0.241133559249 0.382215142006 0.618779063822 0.0354723470926 2.37963986573 1.688652416
1.3 0.244961339796 0.383329841516 0.619123714569 0.0334555888624 2.39652219107 1.6878210466
1.31 0.248799933306 0.384377709142 0.619448132648 0.0314259455432 2.4133964546 1.68704005857
1.32 0.252648670715 0.385358597888 0.619752193177 0.0293842113522 2.43026316021 1.68630946306
1.33 0.256506881545 0.386272371372 0.620035779227 0.0273311827662 2.44712281187 1.68562926895
1.34 0.260373894005 0.387118903601 0.620298781846 0.0252676583662 2.46397591362 1.68499948316
1.35 0.264249035093 0.387898078754 0.620541100077 0.0231944386816 2.48082296958 1.68442011098
1.36 0.268131630703 0.388609790996 0.620762640977 0.0211123260363 2.4976644839 1.68389115627
1.37 0.272021005716 0.389253944294 0.620963319634 0.0190221243956 2.51450096077 1.68341262175
1.38 0.275916484104 0.389830452257 0.621143059186 0.0169246392144 2.53133290441 1.68298450922
1.39 0.27981738902 0.390339237989 0.621301790829 0.014820677285 2.54816081903 1.68260681975
1.4 0.283723042897 0.390780233955 0.621439453836 0.0127110465875 2.56498520888 1.68227955383
1.41 0.287632767539 0.391153381871 0.621555995562 0.010596556139 2.58180657819 1.68200271162
1.42 0.291545884211 0.391458632602 0.621651371459 0.008478015845 2.59862543119 1.68177629296
1.43 0.295461713733 0.391695946075 0.621725545081 0.00635623634955 2.61544227212 1.68160029762
1.44 0.299379576571 0.391865291212 0.621778488093 0.00423202888741 2.63225760522 1.68147472528
1.45 0.303298792922 0.391966645878 0.621810180271 0.00210620513551 2.6490719347 1.68139957567
1.46 0.307218682809 0.391999996842 0.621820609514 -2.04229350258e-05 2.66588576481 1.68137484863
1.47 0.311138566165 0.391965339751 0.621809771839 -0.0021470432067 2.68269959975 1.68140054407
1.48 0.315057762925 0.391862679129 0.621777671383 -0.00427284356342 2.69951394376 1.68147666208
1.49 0.318975593113 0.391692028376 0.621724320407 -0.00639701203833 2.71632930107 1.68160320282
1.5 0.322891376933 0.391453409801 0.621649739288 -0.0085187369616 2.7331461759 1.68178016658
1.51 0.326804434854 0.391146854652 0.621553956517 -0.0106372071085 2.74996507248 1.68200755365
1.52 0.330714087704 0.390772403175 0.621437008697 -0.0127516118474 2.76678649505 1.68228536429
1.53 0.33461965676 0.390330104682 0.621298940531 -0.014861141289 2.78361094784 1.68261359862
1.54 0.338520463836 0.389820017633 0.621139804819 -0.0169649864343 2.8004389351 1.68299225651
1.55 0.342415831376 0.389242209741 0.620959662444 -0.0190623393249 2.81727096105 1.68342133744
1.56 0.346305082551 0.388596758083 0.620758582363 -0.0211523931924 2.83410752992 1.68390084033
1.57 0.350187541347 0.387883749234 0.620536641595 -0.0232343426094 2.85094914592 1.68443076338
1.58 0.354062532665 0.387103279414 0.620293925205 -0.0253073836406 2.86779631324 1.68501110383
1.59 0.357929382418 0.386255454648 0.620030526291 -0.0273707139951 2.88464953604 1.6856418578
1.6 0.361787417628 0.385340390949 0.619746545963 -0.0294235331794 2.90150931843 1.68632301997
1.61 0.365635966528 0.38435821451 0.619442093327 -0.0314650426516 2.91837616445 1.6870545834
1.62 0.369474358664 0.383309061914 0.619117285464 -0.0334944459766 2.93525057807 1.68783653914
1.63 0.373301925002 0.382193080362 0.618772247408 -0.0355109489824 2.95213306317 1.68866887603
1.64 0.377117998034 0.381010427916 0.618407112124 -0.0375137599178 2.96902412348 1.68955158026
1.65 0.380921911888 0.379761273759 0.618022020481 -0.0395020896119 2.98592426261 1.69048463514
1.66 0.384713002438 0.378445798471 0.617617121225 -0.0414751516343 3.00283398395 1.6914680206
1.67 0.388490607427 0.377064194318 0.617192570952 -0.0434321624579 3.01975379071 1.69250171289
1.68 0.392254066575 0.375616665567 0.616748534081 -0.0453723416227 3.03668418581 1.69358568413
1.69 0.396002721711 0.374103428808 0.616285182817 -0.0472949119022 3.05362567188 1.69471990186
1.7 0.399735916888 0.372524713298 0.615802697119 -0.0491990994711 3.07057875121 1.69590432861
1.71 0.403452998521 0.370880761322 0.615301264671 -0.0510841340759 3.08754392567 1.6971389214
1.72 0.407153315511 0.369171828567 0.614781080836 -0.0529492492073 3.10452169669 1.69842363122
1.73 0.410836219387 0.367398184519 0.614242348627 -0.0547936822755 3.12151256517 1.69975840257
1.74 0.414501064442 0.365560112873 0.61368527866 -0.0566166747875 3.13851703141 1.70114317284
1.75 0.418147207879 0.36365791196 0.613110089114 -0.0584174725279 3.15553559505 1.70257787179
1.76 0.421774009961 0.361691895196 0.612517005691 -0.0601953257422 3.17256875501 1.70406242096
1.77 0.425380834159 0.35966239154 0.611906261565 -0.0619494893232 3.18961700935 1.70559673306
1.78 0.428967047317 0.357569745978 0.611278097338 -0.0636792230008 3.20668085523 1.70718071133
1.79 0.432532019809 0.355414320018 0.610632760989 -0.0653837915352 3.22376078878 1.70881424889
1.8 0.43607512571 0.353196492203 0.609970507825 -0.0670624649139 3.24085730501 1.71049722809
1.81 0.439595742966 0.350916658647 0.609291600424 -0.068714518552 3.25797089771 1.71222951982
1.82 0.443093253577 0.348575233574 0.608596308583 -0.0703392334971 3.27510205931 1.7140109828
1.83 0.446567043774 0.346172649892 0.60788490926 -0.071935896638 3.29225128076 1.71584146281
1.84 0.450016504218 0.343709359766 0.607157686514 -0.073503800918 3.3094190514 1.71772079202
1.85 0.453441030187 0.341185835218 0.606414931441 -0.0750422455524 3.32660585882 1.71964878816
1.86 0.456840021781 0.338602568743 0.605656942116 -0.0765505362512 3.34381218873 1.72162525377
1.87 0.460212884132 0.335960073928 0.604884023522 -0.0780279854467 3.36103852475 1.72364997539
1.88 0.463559027614 0.333258886105 0.604096487482 -0.079473912526 3.37828534832 1.72572272273
1.89 0.466877868068 0.330499563003 0.60329465259 -0.0808876440692 3.39555313847 1.72784324787
1.9 0.470168827024 0.327682685419 0.602478844139 -0.0822685140926 3.41284237165 1.73001128434
1.91 0.473431331941 0.324808857908 0.601649394042 -0.0836158642988 3.43015352158 1.73222654636
1.92 0.476664816444 0.321878709475 0.600806640755 -0.0849290443316 3.44748705898 1.73448872785
1.93 0.479868720573 0.318892894288 0.599950929197 -0.0862074120375 3.46484345144 1.73679750161
1.94 0.483042491038 0.315852092399 0.599082610668 -0.0874503337341 3.48222316316 1.73915251839
1.95 0.486185581485 0.312757010475 0.598202042759 -0.0886571844843 3.49962665472 1.74155340597
1.96 0.489297452759 0.309608382539 0.597309589268 -0.0898273483774 3.51705438286 1.74399976825
1.97 0.492377573187 0.306406970718 0.596405620104 -0.0909602188179 3.53450680026 1.74649118429
1.98 0.495425418861 0.303153565998 0.595490511194 -0.0920551988201 3.55198435524 1.74902720738
1.99 0.49844047393 0.29984898899 0.594564644387 -0.0931117013115 3.56948749152 1.75160736409
2.0 0.5014222309 0.296494090693 0.59362840735 -0.0941291494421 3.58701664797 1.75423115332
2.01 0.504370190944 0.293089753264 0.592682193468 -0.0951069769028 3.60457225827 1.75689804533
2.02 0.507283864212 0.28963689079 0.591726401733 -0.09604462825 3.62215475069 1.75960748079
2.03 0.510162770162 0.28613645006 0.590761436638 -0.0969415592397 3.63976454773 1.76235886982
2.04 0.513006437884 0.282589411329 0.58978770806 -0.0977972371678 3.65740206586 1.76515159103
2.05 0.515814406441 0.278996789091 0.588805631142 -0.0986111412201 3.67506771515 1.76798499056
2.06 0.518586225216 0.27535963283 0.587815626178 -0.0993827628293 3.69276189898 1.77085838116
2.07 0.521321454265 0.271679027777 0.586818118481 -0.10011160604 3.71048501368 1.77377104121
2.08 0.524019664677 0.267956095651 0.585813538263 -0.100797187885 3.72823744818 1.77672221383
2.09 0.526680438947 0.264191995382 0.584802320495 -0.101439038762 3.74601958369 1.77971110596
2.1 0.529303371344 0.260387923832 0.583784904778 -0.102036702831 3.76383179327 1.78273688744
2.11 0.5318880683 0.256545116486 0.582761735201 -0.102589738406 3.78167444151 1.78579869017
2.12 0.5344341488 0.252664848129 0.581733260196 -0.103097718365 3.79954788412 1.78889560721
2.13 0.536941244772 0.248748433494 0.580699932394 -0.103560230564 3.81745246755 1.79202669197
2.14 0.539409001496 0.244797227896 0.579662208468 -0.10397687826 3.83538852857 1.79519095741
2.15 0.541837078011 0.24081262782 0.578620548982 -0.104347280538 3.85335639388 1.79838737526
2.16 0.544225147527 0.236796071488 0.577575418226 -0.104671072752 3.87135637969 1.80161487528
2.17 0.54657289785 0.232749039386 0.576527284055 -0.104947906968 3.88938879129 1.80487234455
2.18 0.548880031802 0.228673054752 0.575476617717 -0.105177452417 3.90745392263 1.80815862683
2.19 0.551146267654 0.224569684022 0.574423893681 -0.105359395952 3.92555205587 1.81147252191
2.2 0.553371339558 0.220440537223 0.573369589456 -0.105493442513 3.94368346096 1.8148127851
2.21 0.555554997987 0.216287268328 0.57231418541 -0.105579315599 3.96184839517 1.81817812664
2.22 0.557697010174 0.212111575544 0.571258164582 -0.105616757741 3.98004710264 1.8215672113
2.23 0.559797160556 0.207915201548 0.570202012487 -0.105605530989 3.99827981394 1.82497865798
2.24 0.561855251221 0.203699933659 0.56914621692 -0.105545417389 4.01654674559 1.82841103932
2.25 0.563871102352 0.199467603945 0.568091267755 -0.105436219478 4.0348480996 1.83186288152
2.26 0.565844552679 0.19522008926 0.567037656735 -0.105277760774 4.05318406303 1.83533266406
2.27 0.567775459922 0.190959311202 0.565985877261 -0.105069886273 4.07155480747 1.83881881967
2.28 0.569663701241 0.186687235998 0.564936424174 -0.10481246294 4.08996048862 1.84231973421
2.29 0.571509173682 0.182405874302 0.563889793535 -0.104505380211 4.10840124581 1.8458337468
2.3 0.573311794617 0.178117280908 0.562846482395 -0.104148550486 4.12687720153 1.8493591499
2.31 0.575071502186 0.173823554371 0.561806988565 -0.103741909628 4.14538846094 1.85289418958
2.32 0.576788255729 0.169526836536 0.560771810376 -0.103285417452 4.16393511145 1.85643706583
2.33 0.578462036223 0.16522931196 0.559741446442 -0.102779058222 4.18251722223 1.85998593303
2.34 0.580092846697 0.160933207242 0.558716395407 -0.10222284113 4.20113484378 1.86353890041
2.35 0.581680712656 0.156640790239 0.557697155699 -0.101616800781 4.21978800746 1.86709403281
2.36 0.583225682484 0.152354369172 0.556684225269 -0.100960997667 4.23847672506 1.87064935132
2.37 0.584727827847 0.14807629162 0.555678101334 -0.100255518632 4.25720098837 1.87420283425
2.38 0.586187244077 0.143808943402 0.554679280107 -0.0995004773267 4.27596076875 1.87775241809
2.39 0.587604050552 0.139554747328 0.553688256528 -0.0986960146604 4.29475601673 1.88129599862
2.4 0.588978391056 0.135316161839 0.552705523992 -0.0978422992296 4.31358666157 1.88483143216
2.41 0.590310434129 0.131095679515 0.551731574066 -0.0969395277406 4.33245261094 1.88835653695
2.42 0.591600373403 0.126895825457 0.550766896209 -0.0959879254147 4.35135375049 1.89186909465
2.43 0.592848427916 0.122719155545 0.549811977483 -0.0949877463766 4.37028994351 1.89536685196
2.44 0.594054842408 0.118568254556 0.548867302262 -0.0939392740248 4.38926103058 1.89884752238
2.45 0.595219887606 0.114445734163 0.547933351939 -0.0928428213818 4.40826682928 1.90230878814
2.46 0.596343860479 0.11035423079 0.547010604628 -0.0916987314228 4.42730713384 1.90574830221
2.47 0.597427084473 0.106296403346 0.54609953486 -0.0905073773816 4.4463817149 1.90916369047
2.48 0.598469909726 0.102274930815 0.545200613284 -0.0892691630306 4.46549031923 1.91255255401
2.49 0.599472713259 0.0982925097287 0.544314306355 -0.0879845229353 4.4846326695 1.91591247159
2.5 0.600435899129 0.0943518514979 0.543441076029 -0.0866539226793 4.50380846405 1.91924100217
2.51 0.601359898575 0.0904556796223 0.542581379449 -0.0852778590601 4.52301737673 1.92253568765
2.52 0.602245170117 0.0866067267738 0.541735668634 -0.0838568602528 4.54225905674 1.92579405565
2.53 0.603092199636 0.0828077317567 0.540904390165 -0.0823914859402 4.5615331285 1.92901362253
2.54 0.603901500417 0.0790614363501 0.540087984866 -0.0808823274088 4.58083919155 1.93219189638
2.55 0.604673613167 0.0753705820356 0.53928688749 -0.0793300076066 4.60017682047 1.93532638028
2.56 0.605409105988 0.0717379066151 0.538501526405 -0.0777351811642 4.61954556486 1.93841457555
2.57 0.606108574331 0.0681661407251 0.537732323271 -0.0760985343757 4.63894494936 1.94145398521
2.58 0.606772640902 0.064658004253 0.536979692729 -0.0744207851378 4.65837447364 1.94444211744
2.59 0.607401955534 0.0612162026616 0.536244042081 -0.0727026828477 4.6778336125 1.9473764892
2.6 0.60799719503 0.0578434232305 0.535525770982 -0.0709450082562 4.69732181598 1.95025462995
2.61 0.608559062959 0.0545423312216 0.53482527112 -0.0691485732762 4.71683850948 1.95307408535
2.62 0.609088289413 0.0513155659765 0.534142925911 -0.0673142207452 4.73638309396 1.95583242117
2.63 0.609585630735 0.0481657369571 0.533479110188 -0.0654428241408 4.75595494614 1.95852722713
2.64 0.610051869195 0.0450954197369 0.532834189899 -0.0635352872481 4.77555341879 1.96115612089
2.65 0.610487812632 0.0421071519545 0.532208521801 -0.0615925437782 4.79517784101 1.96371675199
2.66 0.610894294055 0.0392034292401 0.53160245317 -0.0596155569384 4.81482751857 1.96620680592
2.67 0.611272171203 0.0363867011252 0.531016321502 -0.0576053189514 4.83450173429 1.96862400813
2.68 0.611622326062 0.0336593669485 0.530450454229 -0.0555628505251 4.85419974845 1.97096612805
2.69 0.611945664344 0.0310237717692 0.529905168434 -0.0534892002724 4.87392079929 1.97323098319
2.7 0.612243114922 0.0284822023002 0.529380770579 -0.0513854440798 4.89366410346 1.97541644308
2.71 0.61251562923 0.0260368828739 0.528877556233 -0.0492526844268 4.91342885658 1.97752043334
2.72 0.612764180613 0.0236899714536 0.528395809809 -0.047092049655 4.93321423384 1.97954093954
2.73 0.612989763651 0.0214435557036 0.527935804314 -0.044904693188 4.95301939059 1.98147601118
2.74 0.613193393432 0.0192996491301 0.527497801095 -0.0426917927026 4.972843463 1.98332376543
2.75 0.613376104791 0.017260187308 0.527082049605 -0.0404545492522 4.99268556879 1.98508239092
2.76 0.613538951515 0.0153270242053 0.526688787176 -0.0381941863433 5.01254480793 1.98675015135
2.77 0.613683005508 0.0135019286175 0.526318238795 -0.0359119489668 5.0324202634 1.98832538903
2.78 0.613809355922 0.0117865807274 0.525970616895 -0.0336091025844 5.05231100204 1.98980652831
2.79 0.613919108251 0.0101825688002 0.525646121159 -0.0312869320731 5.07221607533 1.99119207884
2.8 0.614013383404 0.00869138602716 0.525344938325 -0.0289467406277 5.0921345203 1.99248063866
2.81 0.614093316729 0.00731442753089 0.525067242016 -0.0265898486254 5.11206536042 1.99367089727
2.82 0.614160057026 0.00605298754141 0.524813192568 -0.0242175924525 5.13200760652 1.99476163831
2.83 0.614214765521 0.0049082567558 0.524582936878 -0.0218313232966 5.15196025772 1.99575174228
2.84 0.614258614818 0.00388131989082 0.524376608264 -0.0194324059063 5.17192230249 1.9966401889
2.85 0.61429278783 0.0029731534383 0.524194326332 -0.0170222173206 5.19189271957 1.99742605938
2.86 0.614318476686 0.00218462363237 0.524036196862 -0.0146021455718 5.21187047903 1.99810853842
2.87 0.614336881616 0.00151648463641 0.523902311706 -0.0121735883622 5.23185454332 1.99868691599
2.88 0.614349209827 0.0009693769573 0.523792748694 -0.00973795172073 5.25184386833 1.99916058896
2.89 0.614356674356 0.000543826093156 0.52370757156 -0.00729664863929 5.27183740443 1.99952906237
2.9 0.614360492914 0.000240241420252 0.523646829881 -0.00485109769421 5.29183409761 1.9997919506
