-2.0 -2.0 0.580131628781
-2.0 -1.91836734694 0.494696446328
-2.0 -1.83673469388 0.394611585543
-2.0 -1.75510204082 0.282109153609
-2.0 -1.67346938776 0.160334128465
-2.0 -1.59183673469 0.0331430583589
-2.0 -1.51020408163 -0.0951807347676
-2.0 -1.42857142857 -0.220263665965
-2.0 -1.34693877551 -0.337989482948
-2.0 -1.26530612245 -0.444815393392
-2.0 -1.18367346939 -0.538019608039
-2.0 -1.10204081633 -0.615854748042
-2.0 -1.02040816327 -0.677596696501
-2.0 -0.938775510204 -0.723493995332
-2.0 -0.857142857143 -0.754635829507
-2.0 -0.775510204082 -0.772764928253
-2.0 -0.69387755102 -0.780064535986
-2.0 -0.612244897959 -0.778946399153
-2.0 -0.530612244898 -0.771860830663
-2.0 -0.448979591837 -0.761142132534
-2.0 -0.367346938776 -0.748894711327
-2.0 -0.285714285714 -0.736918445871
-2.0 -0.204081632653 -0.726667044954
-2.0 -0.122448979592 -0.7192305084
-2.0 -0.0408163265306 -0.715332215648
-2.0 0.0408163265306 -0.715332215648
-2.0 0.122448979592 -0.7192305084
-2.0 0.204081632653 -0.726667044954
-2.0 0.285714285714 -0.736918445871
-2.0 0.367346938776 -0.748894711327
-2.0 0.448979591837 -0.761142132534
-2.0 0.530612244898 -0.771860830663
-2.0 0.612244897959 -0.778946399153
-2.0 0.69387755102 -0.780064535986
-2.0 0.775510204082 -0.772764928253
-2.0 0.857142857143 -0.754635829507
-2.0 0.938775510204 -0.723493995332
-2.0 1.02040816327 -0.677596696501
-2.0 1.10204081633 -0.615854748042
-2.0 1.18367346939 -0.538019608039
-2.0 1.26530612245 -0.444815393392
-2.0 1.34693877551 -0.337989482948
-2.0 1.42857142857 -0.220263665965
-2.0 1.51020408163 -0.0951807347676
-2.0 1.59183673469 0.0331430583589
-2.0 1.67346938776 0.160334128465
-2.0 1.75510204082 0.28210915361
-2.0 1.83673469388 0.394611585543
-2.0 1.91836734694 0.494696446328
-2.0 2.0 0.580131628781
-1.91836734694 -2.0 0.602203861985
-1.91836734694 -1.91836734694 0.513518132281
-1.91836734694 -1.83673469388 0.409625348815
-1.91836734694 -1.75510204082 0.292842543617
-1.91836734694 -1.67346938776 0.166434351411
-1.91836734694 -1.59183673469 0.0344040503078
-1.91836734694 -1.51020408163 -0.0988020704611
-1.91836734694 -1.42857142857 -0.228644024422
-1.91836734694 -1.34693877551 -0.350848948486
-1.91836734694 -1.26530612245 -0.461739257922
-1.91836734694 -1.18367346939 -0.55848960772
-1.91836734694 -1.10204081633 -0.639286136616
-1.91836734694 -1.02040816327 -0.703377177276
-1.91836734694 -0.938775510204 -0.751020727877
-1.91836734694 -0.857142857143 -0.783347413544
-1.91836734694 -0.775510204082 -0.80216626902
-1.91836734694 -0.69387755102 -0.80974360449
-1.91836734694 -0.612244897959 -0.808582925971
-1.91836734694 -0.530612244898 -0.801227773283
-1.91836734694 -0.448979591837 -0.790101261491
-1.91836734694 -0.367346938776 -0.777387863385
